1779959446.216646 server started (21110): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1779959446.216673 on Linux 6.8.0-71-generic #71-Ubuntu SMP PREEMPT_DYNAMIC Tue Jul 22 16:52:38 UTC 2025
1779959446.216680 using libevent 2.1.12-stable poll
1779959446.216682 using ncurses 6.4 20240113
1779959446.246294 args_parse: 3 = send-keys -X cancel (type COMMANDS)
1779959446.246299 cmd_parse_build_commands: bind-key -T copy-mode-vi C-c { send-keys -X cancel }
1779959446.246302 cmdq_get_command: [bind-key/0x647b21ec06b0] group 1952
1779959446.246304 cmdq_append <global>: [bind-key/0x647b21ec06b0]
1779959446.246306 yylex_token: end at WS
1779959446.246308 yylex_token: bind
1779959446.246310 yylex_token: end at WS
1779959446.246312 yylex_token: -Tcopy-mode-vi
1779959446.246314 yylex_token: end at WS
1779959446.246315 yylex_token: C-d
1779959446.246320 yylex_token: end at WS
1779959446.246322 yylex_token: send
1779959446.246324 yylex_token: end at WS
1779959446.246325 yylex_token: -X
1779959446.246327 yylex_token: end at WS
1779959446.246329 yylex_token: halfpage-down
1779959446.246332 cmd_parse_build_commands 0:0: bind
1779959446.246334 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.246336 cmd_parse_build_commands 0:2: C-d
1779959446.246338 cmd_parse_build_commands 0:3 0:0: send
1779959446.246339 cmd_parse_build_commands 0:3 0:1: -X
1779959446.246341 cmd_parse_build_commands 0:3 0:2: halfpage-down
1779959446.246344 cmd_parse_build_commands 0:0: send
1779959446.246345 cmd_parse_build_commands 0:1: -X
1779959446.246347 cmd_parse_build_commands 0:2: halfpage-down
1779959446.246350 args_parse_flags: next -X
1779959446.246351 args_parse_flags: -X
1779959446.246353 args_parse_flags: next halfpage-down
1779959446.246355 args_parse: flags end at 2 of 3
1779959446.246357 args_parse: 2 = halfpage-down (type STRING)
1779959446.246360 cmd_parse_build_commands: send-keys -X halfpage-down
1779959446.246362 args_parse_flags: next -Tcopy-mode-vi
1779959446.246365 args_parse_flag_argument: -T = copy-mode-vi
1779959446.246368 args_parse_flags: next C-d
1779959446.246371 args_parse: flags end at 2 of 4
1779959446.246373 args_parse: 2 = C-d (type STRING)
1779959446.246378 args_parse: 3 = send-keys -X halfpage-down (type COMMANDS)
1779959446.246385 cmd_parse_build_commands: bind-key -T copy-mode-vi C-d { send-keys -X halfpage-down }
1779959446.246390 cmdq_get_command: [bind-key/0x647b21ec0440] group 1960
1779959446.246393 cmdq_append <global>: [bind-key/0x647b21ec0440]
1779959446.246396 yylex_token: end at WS
1779959446.246398 yylex_token: bind
1779959446.246401 yylex_token: end at WS
1779959446.246403 yylex_token: -Tcopy-mode-vi
1779959446.246406 yylex_token: end at WS
1779959446.246408 yylex_token: C-e
1779959446.246411 yylex_token: end at WS
1779959446.246413 yylex_token: send
1779959446.246415 yylex_token: end at WS
1779959446.246417 yylex_token: -X
1779959446.246420 yylex_token: end at WS
1779959446.246423 yylex_token: scroll-down
1779959446.246427 cmd_parse_build_commands 0:0: bind
1779959446.246430 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.246432 cmd_parse_build_commands 0:2: C-e
1779959446.246435 cmd_parse_build_commands 0:3 0:0: send
1779959446.246438 cmd_parse_build_commands 0:3 0:1: -X
1779959446.246440 cmd_parse_build_commands 0:3 0:2: scroll-down
1779959446.246443 cmd_parse_build_commands 0:0: send
1779959446.246446 cmd_parse_build_commands 0:1: -X
1779959446.246448 cmd_parse_build_commands 0:2: scroll-down
1779959446.246452 args_parse_flags: next -X
1779959446.246455 args_parse_flags: -X
1779959446.246457 args_parse_flags: next scroll-down
1779959446.246459 args_parse: flags end at 2 of 3
1779959446.246462 args_parse: 2 = scroll-down (type STRING)
1779959446.246467 cmd_parse_build_commands: send-keys -X scroll-down
1779959446.246470 args_parse_flags: next -Tcopy-mode-vi
1779959446.246473 args_parse_flag_argument: -T = copy-mode-vi
1779959446.246475 args_parse_flags: next C-e
1779959446.246478 args_parse: flags end at 2 of 4
1779959446.246481 args_parse: 2 = C-e (type STRING)
1779959446.246485 args_parse: 3 = send-keys -X scroll-down (type COMMANDS)
1779959446.246492 cmd_parse_build_commands: bind-key -T copy-mode-vi C-e { send-keys -X scroll-down }
1779959446.246497 cmdq_get_command: [bind-key/0x647b21ec0fa0] group 1968
1779959446.246500 cmdq_append <global>: [bind-key/0x647b21ec0fa0]
1779959446.246503 yylex_token: end at WS
1779959446.246505 yylex_token: bind
1779959446.246508 yylex_token: end at WS
1779959446.246511 yylex_token: -Tcopy-mode-vi
1779959446.246513 yylex_token: end at WS
1779959446.246515 yylex_token: C-b
1779959446.246518 yylex_token: end at WS
1779959446.246520 yylex_token: send
1779959446.246523 yylex_token: end at WS
1779959446.246525 yylex_token: -X
1779959446.246528 yylex_token: end at WS
1779959446.246530 yylex_token: page-up
1779959446.246534 cmd_parse_build_commands 0:0: bind
1779959446.246537 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.246546 cmd_parse_build_commands 0:2: C-b
1779959446.246549 cmd_parse_build_commands 0:3 0:0: send
1779959446.246552 cmd_parse_build_commands 0:3 0:1: -X
1779959446.246554 cmd_parse_build_commands 0:3 0:2: page-up
1779959446.246558 cmd_parse_build_commands 0:0: send
1779959446.246561 cmd_parse_build_commands 0:1: -X
1779959446.246564 cmd_parse_build_commands 0:2: page-up
1779959446.246568 args_parse_flags: next -X
1779959446.246570 args_parse_flags: -X
1779959446.246572 args_parse_flags: next page-up
1779959446.246574 args_parse: flags end at 2 of 3
1779959446.246576 args_parse: 2 = page-up (type STRING)
1779959446.246580 cmd_parse_build_commands: send-keys -X page-up
1779959446.246582 args_parse_flags: next -Tcopy-mode-vi
1779959446.246584 args_parse_flag_argument: -T = copy-mode-vi
1779959446.246585 args_parse_flags: next C-b
1779959446.246587 args_parse: flags end at 2 of 4
1779959446.246589 args_parse: 2 = C-b (type STRING)
1779959446.246592 args_parse: 3 = send-keys -X page-up (type COMMANDS)
1779959446.246597 cmd_parse_build_commands: bind-key -T copy-mode-vi C-b { send-keys -X page-up }
1779959446.246600 cmdq_get_command: [bind-key/0x647b21ec13e0] group 1976
1779959446.246602 cmdq_append <global>: [bind-key/0x647b21ec13e0]
1779959446.246609 yylex_token: end at WS
1779959446.246610 yylex_token: bind
1779959446.246613 yylex_token: end at WS
1779959446.246614 yylex_token: -Tcopy-mode-vi
1779959446.246616 yylex_token: end at WS
1779959446.246618 yylex_token: C-f
1779959446.246620 yylex_token: end at WS
1779959446.246621 yylex_token: send
1779959446.246623 yylex_token: end at WS
1779959446.246625 yylex_token: -X
1779959446.246627 yylex_token: end at WS
1779959446.246628 yylex_token: page-down
1779959446.246631 cmd_parse_build_commands 0:0: bind
1779959446.246633 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.246635 cmd_parse_build_commands 0:2: C-f
1779959446.246637 cmd_parse_build_commands 0:3 0:0: send
1779959446.246638 cmd_parse_build_commands 0:3 0:1: -X
1779959446.246640 cmd_parse_build_commands 0:3 0:2: page-down
1779959446.246642 cmd_parse_build_commands 0:0: send
1779959446.246644 cmd_parse_build_commands 0:1: -X
1779959446.246646 cmd_parse_build_commands 0:2: page-down
1779959446.246649 args_parse_flags: next -X
1779959446.246650 args_parse_flags: -X
1779959446.246652 args_parse_flags: next page-down
1779959446.246654 args_parse: flags end at 2 of 3
1779959446.246656 args_parse: 2 = page-down (type STRING)
1779959446.246659 cmd_parse_build_commands: send-keys -X page-down
1779959446.246662 args_parse_flags: next -Tcopy-mode-vi
1779959446.246665 args_parse_flag_argument: -T = copy-mode-vi
1779959446.246668 args_parse_flags: next C-f
1779959446.246670 args_parse: flags end at 2 of 4
1779959446.246673 args_parse: 2 = C-f (type STRING)
1779959446.246678 args_parse: 3 = send-keys -X page-down (type COMMANDS)
1779959446.246686 cmd_parse_build_commands: bind-key -T copy-mode-vi C-f { send-keys -X page-down }
1779959446.246690 cmdq_get_command: [bind-key/0x647b21ec16c0] group 1984
1779959446.246693 cmdq_append <global>: [bind-key/0x647b21ec16c0]
1779959446.246735 yylex_token: end at WS
1779959446.246742 yylex_token: bind
1779959446.246745 yylex_token: end at WS
1779959446.246748 yylex_token: -Tcopy-mode-vi
1779959446.246750 yylex_token: end at WS
1779959446.246752 yylex_token: C-h
1779959446.246755 yylex_token: end at WS
1779959446.246758 yylex_token: send
1779959446.246761 yylex_token: end at WS
1779959446.246763 yylex_token: -X
1779959446.246766 yylex_token: end at WS
1779959446.246769 yylex_token: cursor-left
1779959446.246773 cmd_parse_build_commands 0:0: bind
1779959446.246776 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.246778 cmd_parse_build_commands 0:2: C-h
1779959446.246781 cmd_parse_build_commands 0:3 0:0: send
1779959446.246784 cmd_parse_build_commands 0:3 0:1: -X
1779959446.246787 cmd_parse_build_commands 0:3 0:2: cursor-left
1779959446.246792 cmd_parse_build_commands 0:0: send
1779959446.246794 cmd_parse_build_commands 0:1: -X
1779959446.246796 cmd_parse_build_commands 0:2: cursor-left
1779959446.246807 args_parse_flags: next -X
1779959446.246809 args_parse_flags: -X
1779959446.246812 args_parse_flags: next cursor-left
1779959446.246814 args_parse: flags end at 2 of 3
1779959446.246817 args_parse: 2 = cursor-left (type STRING)
1779959446.246823 cmd_parse_build_commands: send-keys -X cursor-left
1779959446.246826 args_parse_flags: next -Tcopy-mode-vi
1779959446.246829 args_parse_flag_argument: -T = copy-mode-vi
1779959446.246831 args_parse_flags: next C-h
1779959446.246833 args_parse: flags end at 2 of 4
1779959446.246835 args_parse: 2 = C-h (type STRING)
1779959446.246838 args_parse: 3 = send-keys -X cursor-left (type COMMANDS)
1779959446.246843 cmd_parse_build_commands: bind-key -T copy-mode-vi C-h { send-keys -X cursor-left }
1779959446.246847 cmdq_get_command: [bind-key/0x647b21ec1e20] group 1992
1779959446.246849 cmdq_append <global>: [bind-key/0x647b21ec1e20]
1779959446.246852 yylex_token: end at WS
1779959446.246853 yylex_token: bind
1779959446.246855 yylex_token: end at WS
1779959446.246857 yylex_token: -Tcopy-mode-vi
1779959446.246859 yylex_token: end at WS
1779959446.246860 yylex_token: C-j
1779959446.246862 yylex_token: end at WS
1779959446.246864 yylex_token: send
1779959446.246866 yylex_token: end at WS
1779959446.246867 yylex_token: -X
1779959446.246870 yylex_token: end at WS
1779959446.246871 yylex_token: copy-pipe-and-cancel
1779959446.246874 cmd_parse_build_commands 0:0: bind
1779959446.246876 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.246878 cmd_parse_build_commands 0:2: C-j
1779959446.246880 cmd_parse_build_commands 0:3 0:0: send
1779959446.246882 cmd_parse_build_commands 0:3 0:1: -X
1779959446.246884 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1779959446.246886 cmd_parse_build_commands 0:0: send
1779959446.246888 cmd_parse_build_commands 0:1: -X
1779959446.246890 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1779959446.246893 args_parse_flags: next -X
1779959446.246895 args_parse_flags: -X
1779959446.246896 args_parse_flags: next copy-pipe-and-cancel
1779959446.246898 args_parse: flags end at 2 of 3
1779959446.246901 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1779959446.246904 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1779959446.246906 args_parse_flags: next -Tcopy-mode-vi
1779959446.246908 args_parse_flag_argument: -T = copy-mode-vi
1779959446.246910 args_parse_flags: next C-j
1779959446.246911 args_parse: flags end at 2 of 4
1779959446.246913 args_parse: 2 = C-j (type STRING)
1779959446.246917 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1779959446.246922 cmd_parse_build_commands: bind-key -T copy-mode-vi C-j { send-keys -X copy-pipe-and-cancel }
1779959446.246925 cmdq_get_command: [bind-key/0x647b21ec26d0] group 2000
1779959446.246927 cmdq_append <global>: [bind-key/0x647b21ec26d0]
1779959446.246933 yylex_token: end at WS
1779959446.246935 yylex_token: bind
1779959446.246937 yylex_token: end at WS
1779959446.246939 yylex_token: -Tcopy-mode-vi
1779959446.246941 yylex_token: end at WS
1779959446.246942 yylex_token: Enter
1779959446.246944 yylex_token: end at WS
1779959446.246946 yylex_token: send
1779959446.246948 yylex_token: end at WS
1779959446.246949 yylex_token: -X
1779959446.246952 yylex_token: end at WS
1779959446.246953 yylex_token: copy-pipe-and-cancel
1779959446.246956 cmd_parse_build_commands 0:0: bind
1779959446.246958 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.246960 cmd_parse_build_commands 0:2: Enter
1779959446.246962 cmd_parse_build_commands 0:3 0:0: send
1779959446.246964 cmd_parse_build_commands 0:3 0:1: -X
1779959446.246966 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1779959446.246968 cmd_parse_build_commands 0:0: send
1779959446.246970 cmd_parse_build_commands 0:1: -X
1779959446.246972 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1779959446.246975 args_parse_flags: next -X
1779959446.246976 args_parse_flags: -X
1779959446.246978 args_parse_flags: next copy-pipe-and-cancel
1779959446.246980 args_parse: flags end at 2 of 3
1779959446.246987 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1779959446.246991 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1779959446.246992 args_parse_flags: next -Tcopy-mode-vi
1779959446.246994 args_parse_flag_argument: -T = copy-mode-vi
1779959446.246996 args_parse_flags: next Enter
1779959446.246998 args_parse: flags end at 2 of 4
1779959446.247000 args_parse: 2 = Enter (type STRING)
1779959446.247003 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1779959446.247009 cmd_parse_build_commands: bind-key -T copy-mode-vi Enter { send-keys -X copy-pipe-and-cancel }
1779959446.247012 cmdq_get_command: [bind-key/0x647b21ec2a00] group 2008
1779959446.247014 cmdq_append <global>: [bind-key/0x647b21ec2a00]
1779959446.247016 yylex_token: end at WS
1779959446.247018 yylex_token: bind
1779959446.247020 yylex_token: end at WS
1779959446.247021 yylex_token: -Tcopy-mode-vi
1779959446.247023 yylex_token: end at WS
1779959446.247025 yylex_token: C-u
1779959446.247027 yylex_token: end at WS
1779959446.247028 yylex_token: send
1779959446.247030 yylex_token: end at WS
1779959446.247032 yylex_token: -X
1779959446.247034 yylex_token: end at WS
1779959446.247036 yylex_token: halfpage-up
1779959446.247038 cmd_parse_build_commands 0:0: bind
1779959446.247040 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.247042 cmd_parse_build_commands 0:2: C-u
1779959446.247044 cmd_parse_build_commands 0:3 0:0: send
1779959446.247046 cmd_parse_build_commands 0:3 0:1: -X
1779959446.247048 cmd_parse_build_commands 0:3 0:2: halfpage-up
1779959446.247050 cmd_parse_build_commands 0:0: send
1779959446.247052 cmd_parse_build_commands 0:1: -X
1779959446.247053 cmd_parse_build_commands 0:2: halfpage-up
1779959446.247057 args_parse_flags: next -X
1779959446.247058 args_parse_flags: -X
1779959446.247060 args_parse_flags: next halfpage-up
1779959446.247062 args_parse: flags end at 2 of 3
1779959446.247063 args_parse: 2 = halfpage-up (type STRING)
1779959446.247067 cmd_parse_build_commands: send-keys -X halfpage-up
1779959446.247069 args_parse_flags: next -Tcopy-mode-vi
1779959446.247071 args_parse_flag_argument: -T = copy-mode-vi
1779959446.247073 args_parse_flags: next C-u
1779959446.247075 args_parse: flags end at 2 of 4
1779959446.247076 args_parse: 2 = C-u (type STRING)
1779959446.247080 args_parse: 3 = send-keys -X halfpage-up (type COMMANDS)
1779959446.247084 cmd_parse_build_commands: bind-key -T copy-mode-vi C-u { send-keys -X halfpage-up }
1779959446.247087 cmdq_get_command: [bind-key/0x647b21ec2c60] group 2016
1779959446.247089 cmdq_append <global>: [bind-key/0x647b21ec2c60]
1779959446.247092 yylex_token: end at WS
1779959446.247093 yylex_token: bind
1779959446.247096 yylex_token: end at WS
1779959446.247097 yylex_token: -Tcopy-mode-vi
1779959446.247099 yylex_token: end at WS
1779959446.247101 yylex_token: C-v
1779959446.247103 yylex_token: end at WS
1779959446.247104 yylex_token: send
1779959446.247106 yylex_token: end at WS
1779959446.247108 yylex_token: -X
1779959446.247110 yylex_token: end at WS
1779959446.247112 yylex_token: rectangle-toggle
1779959446.247115 cmd_parse_build_commands 0:0: bind
1779959446.247117 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1779959446.247118 cmd_parse_build_commands 0:2: C-v
1779959446.247121 cmd_parse_build_commands 0:3 0:0: send
1779959446.247122 cmd_parse_build_commands 0:3 0:1: -X
1779959446.247124 cmd_parse_build_commands 0:3 0:2: rectangle-toggle
1779959446.247127 cmd_parse_build_commands 0:0: send
1779959446.247129 cmd_parse_build_commands 0:1: -X
1779959446.247130 cmd_parse_build_commands 0:2: rectangle-toggle
1779959446.247133 args_parse_flags: next -X
1779959446.247135 args_parse_flags: -X
1779959446.247137 args_parse_flags: next rectangle-toggle
1779959446.247138 args_parse: flags end at 2 of 3
1779959446.247141 args_parse: 2 = rectangle-toggle (type STRING)
1779959446.247144 cmd_parse_build_commands: send-keys -X rectangle-toggle
1779959446.247146 args_parse_flags: next -Tcopy-mode-vi
1779959446.247148 args_parse_flag_argument: -T = copy-mode-vi
1779959446.247149 args_parse_flags: next C-v
1779959446.247159 args_parse: flags end at 2 of 4
1779959446.247161 args_parse: 2 = C-v (type STRING)
1779959446.247165 args_parse: 3 = send-keys -X rectangle-toggle (type COMMANDS)
1779959446.247170 cmd_parse_build_commands: bind-key -T copy-mode-vi C-v { send-keys -X rectangle-toggle }
